DYRK1A_N;ITSN1_N;BDNF_N;NR1_N;NR2A_N;pAKT_N;pBRAF_N;pCAMKII_N;pCREB_N;pELK_N;pERK_N;pJNK_N;PKCA_N;pMEK_N;sex;class
0.3573938;0.5501416;0.3065156;2.4286686;3.8435127;0.2010198;0.1543343;3.5976204;0.1941076;1.1888952;0.4609632;0.2870255;0.3562606;0.2254958;M;Control-Aprendizaje
0.3979284;0.553484;0.3314501;2.2566855;3.9596987;0.2483992;0.1868173;3.4487759;0.2052731;1.1945386;0.5613936;0.3227872;0.3661017;0.265725;M;Trisomic-Aprendizaje
0.3468911;0.4742871;0.2961664;1.9831697;3.6741468;0.2398317;0.1930809;3.471482;0.184432;1.1489014;0.528518;0.3333333;0.2900888;0.2695185;M;Control-Aprendizaje
0.3518454;0.5922692;0.3888695;3.1477471;5.7535219;0.2640587;0.2051461;4.2899057;0.2683665;1.2838514;0.3780417;0.3665153;0.3223891;0.3186634;F;Control-No_aprendizaje
0.4728488;0.6399332;0.3061821;2.0597327;3.3966165;0.2520886;0.2002924;4.3279031;0.1977861;1.3911863;0.6829574;0.3199666;0.3059733;0.3143275;M;Control-Aprendizaje
0.4875279;0.6591586;0.3436337;2.4311243;3.6688384;0.2185406;0.179449;2.6440804;0.2161206;1.4596054;0.5755771;0.2451601;0.4041325;0.2764334;F;Control-Aprendizaje
0.2682685;0.448105;0.3185534;2.5296012;4.0559822;0.2880852;0.2179837;3.2501858;0.2325985;1.4337379;0.3316819;0.3708199;0.2979936;0.3106267;F;Control-No_aprendizaje
0.3648734;0.4821017;0.3125393;1.9462005;3.3495918;0.2308981;0.1888214;1.5086875;0.1710278;1.3533598;0.4718443;0.2721373;0.3405903;0.2560184;M;Control-Aprendizaje
2.4803157;2.4886839;0.4370483;3.1260936;6.0038037;0.2097756;0.1853366;3.1532902;0.2360213;4.4973374;3.2892735;0.3076265;0.3963484;0.289749;F;Control-Aprendizaje
0.2573483;0.3902439;0.3373984;2.0603502;3.1419637;0.300813;0.2414009;4.6529081;0.3051907;1.3849281;0.3824265;0.3905566;0.3398999;0.3455285;M;Control-No_aprendizaje
0.4797425;0.6336615;0.353086;2.4644074;3.7232109;0.1215449;0.1843998;2.7175312;0.2194245;1.5541462;0.6063991;0.2482014;0.4119652;0.2559637;F;Control-Aprendizaje
0.2370469;0.413551;0.2960714;2.1404441;2.7902828;0.241412;0.1833365;3.2554564;0.2277472;1.0265705;0.2203454;0.2958816;0.3032834;0.2759537;F;Trisomic-No_aprendizaje
0.336807;0.5833681;0.2851188;2.403293;4.0660692;0.2776157;0.2219675;4.9205919;0.2369737;1.3730721;0.4222593;0.37599;0.2803251;0.3109629;M;Trisomic-No_aprendizaje
0.2935802;0.5335802;0.3469136;2.48;3.5402469;0.2753086;0.2214815;5.4940741;0.2259259;1.2577778;0.3390123;0.3550617;0.2881481;0.3155556;M;Trisomic-No_aprendizaje
0.4063433;0.596359;0.3372209;2.5593799;5.0483573;0.2331105;0.1685393;2.4306642;0.2277059;1.4362111;0.6740151;0.3323852;0.2952638;0.2551557;M;Control-Aprendizaje
0.4230086;0.6759259;0.4397514;2.7023085;5.899036;0.3020041;0.2151192;7.1046423;0.2739726;1.6576611;0.4568747;0.3792491;0.45345;0.369863;F;Trisomic-No_aprendizaje
0.4237892;0.5917023;0.2546296;1.8304843;2.6501068;0.1835826;0.1540242;1.9976852;0.1855413;1.0787037;0.4250356;0.2364672;0.2795584;0.2165242;F;Trisomic-Aprendizaje
2.1093905;1.9136521;0.3969277;2.8276759;5.305005;0.214445;0.1837215;3.1330525;0.2088702;3.7118434;2.8068632;0.3052527;0.3746283;0.2846878;F;Control-Aprendizaje
0.3287037;0.4934414;0.2959105;2.0505401;4.1506559;0.2287809;0.1832562;3.7141204;0.1751543;1.3192515;0.5092593;0.3258102;0.2947531;0.2571373;M;Control-Aprendizaje
0.2377469;0.3833211;0.2679834;1.7247013;2.4623263;0.2633504;0.2094611;3.9373324;0.2128749;1.1828822;0.3547915;0.3377225;0.2633504;0.3196781;M;Control-No_aprendizaje
0.3563888;0.5482905;0.2676855;2.17268;3.2357019;0.191429;0.1545612;2.2921065;0.1688987;1.0420671;0.4340633;0.257602;0.3338585;0.2342839;F;Control-Aprendizaje
0.2827818;0.5687489;0.3609981;2.5246859;4.7910104;0.2956999;0.2073969;3.9808883;0.2518138;1.3758627;0.3158733;0.3799328;0.3477261;0.3404707;M;Trisomic-No_aprendizaje
0.4746544;0.6714286;0.2949309;2.2519201;3.3225806;0.2044547;0.1858679;2.247619;0.187404;1.3285714;0.609063;0.2460829;0.3313364;0.2462366;M;Trisomic-Aprendizaje
0.3697565;0.5725394;0.2721506;1.9032126;3.2557806;0.2146511;0.1649274;4.0834868;0.1888684;1.3325148;0.4094537;0.2946593;0.2713321;0.2574176;M;Trisomic-No_aprendizaje
0.6334068;0.868688;0.3814774;2.484785;4.5684675;0.2363837;0.185667;4.9772878;0.2266814;1.6394708;0.9639471;0.3329658;0.3638368;0.293495;M;Control-Aprendizaje
0.4895358;0.7049567;0.3055862;2.2204563;3.6409127;0.2099135;0.1730921;2.4456334;0.2007868;1.3177026;0.5543666;0.2974036;0.3106216;0.2575924;F;Trisomic-Aprendizaje
0.3571036;0.6325679;0.3544665;2.6944292;4.2923855;0.2264586;0.1726184;3.5905944;0.2516207;1.3004065;0.3545764;0.3195253;0.2978794;0.2889792;F;Trisomic-No_aprendizaje
0.3656217;0.5722085;0.2979923;2.0049313;2.7835505;0.2453329;0.1903839;2.9482212;0.2175062;1.1775273;0.4323706;0.325819;0.3104967;0.294646;F;Trisomic-No_aprendizaje
0.2849205;0.5140832;0.2877946;2.4711631;4.0013413;0.2590535;0.1894999;5.8219966;0.2077026;1.2872198;0.2900939;0.3468097;0.2766814;0.3088714;M;Trisomic-No_aprendizaje
0.4108672;0.6146949;0.3994914;2.7482602;4.919834;0.2637848;0.1895075;5.6640792;0.245182;1.5255621;0.442318;0.3451552;0.3626874;0.3146413;F;Trisomic-No_aprendizaje
0.2840561;0.5107206;0.2829276;2.1812026;3.8539416;0.2273094;0.1931324;3.1847493;0.2279542;1.269547;0.3022731;0.3351604;0.3001773;0.2856682;M;Trisomic-No_aprendizaje
0.3565273;0.5657517;0.3755187;2.7092244;4.7309288;0.2484839;0.2176827;6.335142;0.227737;1.600383;0.3712097;0.3424832;0.3906799;0.3080115;F;Trisomic-No_aprendizaje
0.2866508;0.4636472;0.295143;2.4135876;3.5971395;0.1859356;0.159565;3.2097735;0.2103695;1.2036651;0.3268772;0.2675805;0.2520858;0.2282479;F;Control-No_aprendizaje
0.2563463;0.4954669;0.3204896;2.6536718;4.3386219;0.2692656;0.2150952;3.5358114;0.2432004;1.286718;0.3281958;0.3599275;0.31301;0.3259293;F;Control-No_aprendizaje
0.2955954;0.3957586;0.308646;2.0845024;2.8316476;0.2701468;0.1947798;2.8257749;0.1941272;1.3311582;0.3004894;0.2955954;0.3047308;0.2831974;F;Control-No_aprendizaje
0.2264905;0.3804971;0.1941596;1.414914;1.7947158;0.1623501;0.1329741;1.6549626;0.1480966;0.7342256;0.2501304;0.1952025;0.1979837;0.2080654;F;Trisomic-No_aprendizaje
0.4834549;0.6522715;0.2557487;1.9366237;3.1493737;0.1908768;0.1417087;1.6109553;0.1495607;1.3555805;0.6636755;0.254627;0.239484;0.1805945;F;Trisomic-Aprendizaje
1.7178571;1.6996894;0.3459627;2.4479814;4.3423913;0.2180124;0.1785714;2.7549689;0.1956522;3.2619565;2.467236;0.2770186;0.3309006;0.265528;F;Control-Aprendizaje
0.3586022;0.5181004;0.2492832;2.0419355;2.9379928;0.1865591;0.1492832;2.0390681;0.1639785;1.1137993;0.4482079;0.2625448;0.3286738;0.2236559;F;Control-Aprendizaje
0.2988255;0.6275168;0.3489933;2.6654362;5.2422819;0.2907718;0.1951342;4.9478188;0.2459732;1.5597315;0.3068792;0.3671141;0.3505034;0.3384228;M;Trisomic-No_aprendizaje
0.6211771;0.8199654;0.3540104;2.194172;2.8897865;0.271206;0.2215811;5.0046163;0.2302366;1.4131564;0.8118869;0.3361223;0.4050779;0.3084247;M;Trisomic-Aprendizaje
0.751167;1.043822;0.3907783;2.8682481;5.1301324;0.2145375;0.1892922;6.0955511;0.2469277;1.9695151;0.8426217;0.3230447;0.3894446;0.2816043;M;Trisomic-Aprendizaje
0.1759645;0.3198644;0.2222367;1.8378519;3.2488269;0.193952;0.141293;4.3527112;0.1509385;0.806048;0.2626434;0.2799791;0.2343587;0.2163712;M;Control-No_aprendizaje
0.2375908;0.3386804;0.3320218;1.8296005;2.6921913;0.2091404;0.1758475;3.4001211;0.1825061;1.3323245;0.2950969;0.2893462;0.2696731;0.2530266;M;Control-No_aprendizaje
0.291498;0.3859649;0.3508772;2.3121265;4.2326971;0.2490842;0.2155388;5.1069983;0.1958743;0.8822055;0.3084635;0.329092;0.3697706;0.2870638;F;Control-No_aprendizaje
0.2572973;0.4145946;0.3086486;1.9232432;2.8132432;0.2759459;0.2245946;4.2632432;0.2345946;1.2072973;0.4075676;0.3732432;0.2924324;0.3932432;M;Control-No_aprendizaje
0.4525961;0.7293097;0.3471871;2.3841706;3.9415733;0.2441874;0.1928683;3.7921937;0.2552704;1.3094808;0.5130707;0.3388748;0.3367064;0.3077942;F;Trisomic-No_aprendizaje
0.3801446;0.6026298;0.3055884;2.2314267;3.6508876;0.2230112;0.1610782;4.4824458;0.199474;1.2575937;0.3857988;0.296121;0.2838922;0.2490467;M;Control-No_aprendizaje
0.4428924;0.7320108;0.2948703;2.133349;3.3245686;0.2246743;0.1724381;4.1442658;0.2381735;1.3032046;0.593849;0.3608405;0.4191807;0.2724498;F;Trisomic-Aprendizaje
0.3659069;0.5528613;0.3862755;2.4738118;4.3472357;0.3537827;0.2327837;6.085354;0.2427255;1.6777401;0.4439864;0.4020369;0.4415616;0.4034918;F;Trisomic-No_aprendizaje
0.3032974;0.4856405;0.3213797;2.6064428;4.6818113;0.2282328;0.1739857;4.2261055;0.208479;1.4338246;0.3326242;0.3200122;0.3345996;0.2771615;F;Control-No_aprendizaje
0.4274166;0.7232267;0.4328929;2.9396732;5.3849096;0.2344402;0.169854;3.5415508;0.2389604;1.5752782;0.5219054;0.3281467;0.4120306;0.2946801;F;Control-Aprendizaje
0.3306573;0.5564476;0.2877572;2.3268941;3.1021074;0.286001;0.2034621;4.5316106;0.2320622;1.7167587;0.4031611;0.3612644;0.2812343;0.3266433;M;Trisomic-No_aprendizaje
0.2484504;0.3682851;0.2760847;2.0036157;2.517562;0.2040289;0.1668388;2.2629132;0.1763946;1.1361054;0.293905;0.2360537;0.2399277;0.2290806;F;Control-No_aprendizaje
0.1633245;0.3324538;0.2551451;1.901847;2.4459103;0.5390501;0.176781;2.7313984;0.2435356;1.0050132;0.1609499;0.3023747;0.255409;0.3060686;F;Trisomic-No_aprendizaje
0.2906874;0.5253578;0.345114;2.6253755;4.2040997;0.2731931;0.224598;5.3175473;0.2627673;1.3233787;0.3845202;0.3576604;0.323202;0.3134829;M;Control-No_aprendizaje
0.2326403;0.4232848;0.2846154;2.175052;3.4016632;0.2659044;0.216632;2.7733888;0.1970894;1.1885655;0.3024948;0.2931393;0.2523909;0.275052;F;Control-No_aprendizaje
0.3164115;0.4424101;0.3112517;2.3670107;4.6890812;0.2185419;0.1769308;5.2638149;0.1980692;1.6258322;0.3823236;0.3293941;0.3215712;0.248502;M;Control-No_aprendizaje
0.294368;0.5118899;0.3301627;2.8946183;4.8765957;0.2236546;0.1718398;3.3310388;0.2286608;1.1928661;0.3322904;0.3260325;0.3262829;0.2694618;F;Control-No_aprendizaje
0.3283138;0.5004648;0.3632645;2.4093698;3.7969883;0.2262502;0.1870236;5.3309165;0.2031976;1.2375906;0.323852;0.3022867;0.350251;0.27124;F;Trisomic-No_aprendizaje
0.5509702;0.5613556;0.3208527;2.1978683;3.5588959;0.2377699;0.1945887;1.7838207;0.1781908;1.8313747;0.7119432;0.3342443;0.3566548;0.2691992;M;Control-Aprendizaje
0.3665113;0.5132779;0.3277924;2.0725725;3.6610582;0.229475;0.1937969;1.7245084;0.1852828;1.3186702;0.4611798;0.2902899;0.3794851;0.2712345;M;Control-Aprendizaje
2.5163674;2.4190049;0.4437897;3.0751029;5.8675645;0.187804;0.1752712;2.1044706;0.2260569;4.6878975;3.5666854;0.3007856;0.3497942;0.2710438;F;Control-Aprendizaje
0.3069389;0.4375912;0.3027714;2.3746614;3.5957491;0.2733903;0.1889977;4.6115857;0.2279642;1.308606;0.3048552;0.3281934;0.2913107;0.2971452;M;Control-No_aprendizaje
0.2491921;0.3974865;0.267684;1.9669659;3.2655296;0.2267504;0.208079;4.897307;0.2170557;1.1766607;0.3475763;0.3558348;0.3021544;0.2868941;M;Control-No_aprendizaje
0.2736642;0.4769304;0.3293166;2.2222927;3.2652608;0.2383066;0.1832884;3.5516093;0.2457587;1.0367845;0.2490883;0.3064849;0.3012526;0.2725543;F;Trisomic-No_aprendizaje
0.9288968;1.0616954;0.3111507;2.4489008;4.0014854;0.1752822;0.1469598;2.5422856;0.1990493;2.1695385;1.244999;0.2322242;0.2898594;0.2217271;M;Trisomic-Aprendizaje
0.170634;0.2863181;0.2424917;1.5842047;2.1888765;0.1895439;0.1586207;2.3038932;0.1708565;0.916129;0.2315907;0.2206897;0.2246941;0.2195773;F;Control-No_aprendizaje
0.4235257;0.6683284;0.374947;2.8464149;5.4497242;0.2588036;0.1852991;6.1939966;0.2564701;1.4911964;0.4573611;0.352885;0.3743106;0.3178829;F;Trisomic-No_aprendizaje
0.2389637;0.4335751;0.3034197;2.3695337;3.3552332;0.264456;0.1832124;4.5966839;0.2370984;1.3056995;0.3137824;0.3340933;0.2882902;0.3007254;M;Control-No_aprendizaje
0.2804469;0.4577813;0.2633679;2.0788508;3.51668;0.211652;0.1715882;5.3064645;0.184996;1.2269753;0.3492418;0.3320032;0.2766161;0.2689545;M;Control-No_aprendizaje
0.2771069;0.5148682;0.320348;2.3657967;3.3712505;0.2347747;0.1873783;3.7095182;0.2450331;1.0675237;0.2580184;0.3043761;0.3000909;0.2691858;F;Trisomic-No_aprendizaje
0.2680518;0.4627895;0.3843665;2.4782016;4.9414169;0.2327997;0.1826465;5.446611;0.2116826;1.2220708;0.29547;0.3011751;0.3472411;0.26703;F;Control-No_aprendizaje
0.2552562;0.5183968;0.2966491;2.2419514;3.4324901;0.2496715;0.1782194;3.7606767;0.2322602;1.0857424;0.2851511;0.3203022;0.271025;0.2775953;M;Trisomic-No_aprendizaje
0.3710692;0.514544;0.3040487;2.3044418;4.0023585;0.2183569;0.1717767;2.1719733;0.2108884;1.2358491;0.5330189;0.3105346;0.2895047;0.2456761;M;Control-Aprendizaje
0.4509904;0.7146606;0.3838666;2.5981039;4.3964788;0.2679025;0.1853733;5.4151854;0.2835619;1.3376502;0.4812934;0.3743863;0.4106992;0.3376502;F;Trisomic-No_aprendizaje
0.3298292;0.5730618;0.3346912;2.5483574;3.8082786;0.2290407;0.1816032;3.299343;0.2289093;1.1930355;0.329435;0.3137976;0.2854139;0.2696452;F;Trisomic-No_aprendizaje
0.3874514;0.6345355;0.3237699;2.4405416;5.2933369;0.2342137;0.1733476;5.2238906;0.2252313;1.327926;0.3847701;0.3226974;0.3298029;0.2847567;M;Trisomic-No_aprendizaje
0.3534736;0.5495587;0.3083277;2.4265671;3.8170401;0.1981217;0.1545599;3.6063589;0.1971034;1.1999321;0.4392396;0.2809459;0.3572075;0.2283322;M;Control-Aprendizaje
0.390873;0.5125661;0.2962963;2.1124339;3.4814815;0.2847222;0.1987434;3.5886243;0.2668651;1.4702381;0.5383598;0.3082011;0.3409392;0.3875661;F;Control-Aprendizaje
0.8424522;1.1455504;0.3244562;2.2801582;3.7774555;0.1897165;0.1609756;2.225445;0.2130521;2.1488464;1.3471325;0.2817403;0.2657877;0.2292683;F;Trisomic-Aprendizaje
0.3176554;0.4630111;0.2843299;1.9815646;3.203498;0.2273694;0.2006618;1.9123139;0.19948;1.1576459;0.4819192;0.3129284;0.2684944;0.2252423;M;Control-Aprendizaje
0.3641539;0.4994111;0.3551237;2.0068708;3.4666274;0.2163329;0.2043581;1.6725559;0.1902238;1.1660777;0.4471928;0.2771889;0.3614056;0.2644287;M;Control-Aprendizaje
0.6443459;0.9671791;0.4700556;3.073847;5.927379;0.2051306;0.1825898;1.7835518;0.2587947;2.1478827;1.0258417;0.3616901;0.3683863;0.2595492;M;Control-Aprendizaje
0.369858;0.6813559;0.2983967;2.3096656;3.6792487;0.2120934;0.1577645;3.3749885;0.2268438;1.1283555;0.3549244;0.2976638;0.2746679;0.254787;F;Trisomic-No_aprendizaje
0.4544211;0.685278;0.3603008;2.3928897;4.5;0.2787147;0.2087511;2.586144;0.2206016;1.6118961;0.7310848;0.353464;0.347083;0.2832726;M;Control-Aprendizaje
0.8885638;1.0714096;0.29375;2.0454787;3.7829787;0.175133;0.150133;2.1446809;0.1928191;1.9932181;1.3589096;0.2630319;0.2365691;0.20625;M;Trisomic-Aprendizaje
0.4894204;0.649494;0.2581417;1.9466421;3.2320147;0.2018399;0.1431463;1.5876725;0.1650414;1.5930083;0.6404784;0.2327507;0.2448942;0.1922723;F;Trisomic-Aprendizaje
0.3600464;0.6400364;0.3548307;2.6994784;4.4029307;0.2106963;0.171703;2.9015647;0.2272539;1.1649143;0.6811822;0.3307393;0.3759417;0.2709661;F;Control-Aprendizaje
0.4408794;0.5395128;0.2634185;1.8968113;2.4589028;0.2083581;0.1630026;1.7716379;0.1873638;1.2144979;0.483066;0.2297485;0.285205;0.2430184;M;Trisomic-Aprendizaje
0.356012;0.5851106;0.3136203;2.5450739;3.7944524;0.2211174;0.1765014;3.2323695;0.2311919;1.1564831;0.3342928;0.3078634;0.2894152;0.2881068;F;Trisomic-No_aprendizaje
0.4193448;0.6436889;0.2906381;2.266884;3.7244217;0.1968638;0.1397299;2.6578171;0.2068002;1.2398696;0.4590902;0.2892408;0.3004192;0.2487191;F;Trisomic-Aprendizaje
0.4080653;0.6077772;0.3082093;2.0969755;3.5679309;0.293807;0.2078733;2.599856;0.2016323;1.5856937;0.5816131;0.3538166;0.3134902;0.3038886;F;Trisomic-Aprendizaje
0.3050805;0.4780926;0.2816128;2.1487954;3.2581451;0.1953564;0.1542879;2.3699913;0.1942329;0.9901386;0.5016852;0.2839845;0.3206841;0.2253152;F;Control-Aprendizaje
0.2599526;0.4650474;0.2629147;1.9599526;3.186019;0.2021327;0.1657583;2.2521327;0.175;0.8901659;0.4680095;0.288981;0.2886256;0.2299763;F;Control-Aprendizaje
0.2876201;0.4028815;0.361793;2.0498933;2.7497332;0.2740128;0.1966382;3.8273746;0.1867663;1.2854856;0.346318;0.3148346;0.3215048;0.2713447;F;Trisomic-No_aprendizaje
0.270646;0.45754;0.2540591;1.9587665;3.1693727;0.1803528;0.1412218;2.1920336;0.1672702;0.8781684;0.4832379;0.2648055;0.2978624;0.2002103;F;Control-Aprendizaje
0.4940533;0.6661654;0.3119617;2.4397813;4.256596;0.2255639;0.1574846;3.7282297;0.1900205;1.3090909;0.7194805;0.2961039;0.3347915;0.2328093;M;Control-Aprendizaje
0.226575;0.3519348;0.2392069;1.7121842;2.9056604;0.2163415;0.1664535;4.4198913;0.1883595;1.0353374;0.332747;0.3118004;0.2599936;0.2599936;M;Control-No_aprendizaje
0.2099515;0.4335558;0.2979369;2.4751214;3.4493325;0.2748786;0.2063107;2.5418689;0.2445388;1.5194175;0.2921723;0.345267;0.2818568;0.3264563;F;Control-No_aprendizaje
0.298369;0.5105492;0.3420619;2.6378872;4.5063594;0.2319318;0.2127787;3.4307946;0.2352237;1.2672452;0.3543319;0.3113871;0.3006135;0.2822086;F;Control-No_aprendizaje
0.3210715;0.5046218;0.2656103;1.8971892;2.8947368;0.2001509;0.1660064;3.5864931;0.1678929;1.161479;0.3429542;0.2671194;0.2578759;0.2303339;M;Control-No_aprendizaje
0.3022788;0.6231568;0.3450067;2.6298592;4.5931635;0.2838472;0.1982239;4.782004;0.2545241;1.3248995;0.30563;0.3572386;0.3275804;0.3202078;M;Trisomic-No_aprendizaje
0.178447;0.2640852;0.2300758;1.4402786;2.0141364;0.1852079;0.1509936;2.1110428;0.1425937;0.8705183;0.2056956;0.2104077;0.2056956;0.2046712;F;Control-No_aprendizaje
0.2881208;0.4635492;0.2905896;2.1488527;3.8806274;0.2335173;0.1915481;5.3492594;0.2140575;1.2131862;0.4083648;0.3589893;0.2860877;0.3099042;M;Control-No_aprendizaje
0.4349402;0.6174298;0.3588022;2.3657849;4.7186787;0.2131059;0.173627;2.1340137;0.1921579;1.5042299;0.5509601;0.2869612;0.3635021;0.2779643;M;Control-Aprendizaje
0.3826496;0.5969514;0.3389375;2.4882313;4.260928;0.2512889;0.2078009;2.6720466;0.2046626;1.3030711;0.599193;0.3279534;0.3171935;0.2723605;M;Control-Aprendizaje
0.3808274;0.4992936;0.3624622;2.0962664;3.5985873;0.2276488;0.1880928;1.7178607;0.1880928;1.414329;0.4554995;0.3241171;0.3683148;0.2837538;M;Control-Aprendizaje
0.6276344;0.7807707;0.3317122;2.2999127;3.9908966;0.2114977;0.1617409;2.5809951;0.2083801;1.3914453;0.6243921;0.2972939;0.3252276;0.2802095;F;Trisomic-Aprendizaje
0.3449493;0.5741803;0.3509778;2.414939;4.3839141;0.2401117;0.1815909;2.9591237;0.2067343;1.3502426;0.4197912;0.3108366;0.3786208;0.2864285;F;Control-Aprendizaje
0.713212;1.0775316;0.415447;3.046875;5.5469739;0.2186511;0.1963014;6.3277294;0.2476266;2.0500396;0.9731013;0.3423655;0.4049644;0.2974684;M;Trisomic-Aprendizaje
0.3357143;0.5197279;0.3659864;2.5653061;3.457483;0.3265306;0.2517007;5.1013605;0.2510204;1.5452381;0.4602041;0.4013605;0.377551;0.3561224;M;Control-No_aprendizaje
0.3184702;0.4332041;0.2849841;1.9497709;3.1436376;0.2650687;0.1917519;4.6891082;0.2120197;1.1767712;0.4037716;0.3454353;0.2798731;0.3027846;M;Control-No_aprendizaje
0.3312413;0.4802999;0.3115411;2.0116806;3.2339609;0.2160042;0.195258;2.3483264;0.1734658;1.0951883;0.3915621;0.2751046;0.3298466;0.2482566;F;Control-Aprendizaje
0.3519553;0.60415;0.3785581;2.4573025;3.8100559;0.3163075;0.2293163;4.4240489;0.2484703;1.4426709;0.3429103;0.3625964;0.3367917;0.3455706;M;Trisomic-No_aprendizaje
0.5085898;0.7356995;0.3843685;2.5454031;5.1010006;0.2571267;0.2010572;2.7468378;0.2084199;1.7711912;0.781952;0.3520861;0.3518973;0.28771;M;Control-Aprendizaje
0.8188235;0.9942857;0.2907563;2.1203361;3.6852101;0.2026891;0.1554622;2.3433613;0.2089076;1.9677311;1.1847059;0.2702521;0.2665546;0.22;F;Trisomic-Aprendizaje
0.6369178;0.9027027;0.4012651;3.0833813;7.1207591;0.2017251;0.1713629;2.4248419;0.2166763;2.0006901;1.0381829;0.3534215;0.3346751;0.252789;F;Control-Aprendizaje
0.3445351;0.5524084;0.3170107;2.3555769;4.0243239;0.2321972;0.1822692;4.893743;0.218915;1.2365178;0.3891823;0.3141303;0.3320531;0.2821251;F;Trisomic-No_aprendizaje
0.4037424;0.640762;0.3619353;2.7326365;5.7872556;0.2432569;0.1650371;2.7545516;0.1908294;1.6940324;0.6303102;0.3589009;0.3433918;0.2806811;M;Control-Aprendizaje
0.2551221;0.3985422;0.2689125;2.0695429;2.712766;0.1849882;0.1591805;2.5522065;0.1814421;1.39145;0.3039795;0.2466509;0.2476359;0.2261623;F;Control-No_aprendizaje
0.4181604;0.5238208;0.2514151;1.5648585;2.3195755;0.2247642;0.1884434;2.2070755;0.2033019;1.2113208;0.6165094;0.2764151;0.2389151;0.2367925;M;Trisomic-Aprendizaje
0.3314672;0.4921857;0.3170049;2.2334966;3.4124096;0.2883135;0.2017728;4.2890133;0.218801;1.2866807;0.3774201;0.3228365;0.3351994;0.3060415;F;Trisomic-No_aprendizaje
0.6053803;0.87575;0.312754;2.1846332;3.676795;0.2252758;0.1890846;2.1546352;0.213083;1.7797561;0.7795626;0.2754016;0.323592;0.2663054;M;Trisomic-Aprendizaje
0.3670351;0.569896;0.3073797;2.270156;4.4483095;0.2090377;0.1693758;2.085013;0.2039987;1.3054291;0.6778283;0.3195709;0.2738947;0.2322822;M;Control-Aprendizaje
0.1898031;0.3324333;0.2201398;1.7927255;3.0250953;0.1994917;0.1470775;4.0878335;0.146601;0.9363088;0.2752541;0.2836722;0.239676;0.2220457;M;Control-No_aprendizaje
0.6943707;0.9189831;0.3109373;2.2927783;3.5060763;0.2595335;0.1620338;5.385389;0.2043582;1.5053778;0.8245565;0.2959911;0.3951669;0.2395586;M;Trisomic-Aprendizaje
0.2274182;0.4440069;0.3101157;2.0930347;2.8825991;0.2739355;0.2035442;3.3125769;0.256953;1.2109279;0.2562146;0.3138075;0.2818115;0.2914103;M;Trisomic-No_aprendizaje
0.2523858;0.4024372;0.3469388;2.2929085;4.5420643;0.2246366;0.1782411;5.3036265;0.1967406;1.1023345;0.304067;0.3081779;0.3478197;0.270298;F;Control-No_aprendizaje
0.3113095;0.5175595;0.3300595;2.2511905;3.08125;0.2979167;0.2380952;2.5866071;0.246131;1.4127976;0.4681548;0.34375;0.2880952;0.3327381;F;Control-No_aprendizaje
0.2309765;0.4235891;0.2544388;1.8688966;2.4472099;0.2097337;0.1507609;2.184052;0.1873811;0.9497464;0.2385859;0.2653773;0.2247939;0.2457197;F;Trisomic-No_aprendizaje
0.5466465;0.6790217;0.3237519;2.2884518;3.1701967;0.2818961;0.2082703;3.0758951;0.2251639;1.4715078;0.6603631;0.3451841;0.3706505;0.309884;M;Control-Aprendizaje
0.2862377;0.5190214;0.300679;1.817545;2.7630133;0.2075655;0.1528182;2.9039767;0.2044401;0.8669038;0.2710421;0.2648992;0.255631;0.2726587;F;Trisomic-No_aprendizaje
0.4466047;0.5556495;0.3369963;2.2679628;3.7943083;0.2826148;0.1994928;3.9783037;0.2637363;1.509721;0.645534;0.3347422;0.3130459;0.3384052;F;Control-Aprendizaje
0.3255091;0.5590841;0.2917961;2.4593257;4.8114141;0.2165459;0.1671844;6.3068692;0.2013577;1.2508342;0.3951214;0.362674;0.3047981;0.3030721;M;Control-No_aprendizaje
0.2610845;0.4409084;0.216283;1.6190329;2.1949637;0.1855399;0.1612853;2.0913023;0.1543334;0.8068902;0.293218;0.2277151;0.2176734;0.1994438;F;Trisomic-No_aprendizaje
0.2908149;0.5130826;0.3371491;2.5863996;4.2146361;0.2589261;0.1946034;5.3186154;0.2491142;1.2570183;0.3702644;0.3438267;0.3133006;0.2959935;M;Control-No_aprendizaje
0.3026257;0.4610592;0.2565643;2.0927904;2.594348;0.2510013;0.1918113;2.3618158;0.2236315;1.0640854;0.276146;0.293725;0.2754784;0.3157543;F;Trisomic-No_aprendizaje
0.4358622;0.7187321;0.2885914;2.0355876;3.275432;0.1780524;0.1429225;2.5886257;0.2143266;1.2741732;0.4955945;0.2462524;0.2955716;0.2123813;F;Trisomic-Aprendizaje
0.2698435;0.4741476;0.3070151;2.3040805;3.7722191;0.2295975;0.1745388;4.2861934;0.2017887;1.4232812;0.3381778;0.3454444;0.3021241;0.2789268;M;Control-No_aprendizaje
0.2460606;0.3965657;0.269697;2.1381818;2.8262626;0.1868687;0.1557576;2.6121212;0.1856566;1.9531313;0.2967677;0.260202;0.2551515;0.2276768;F;Control-No_aprendizaje
0.2528509;0.529386;0.3574561;2.4785088;4.535307;0.3109649;0.2596491;3.7991228;0.2546053;1.5076754;0.3221491;0.3975877;0.3480263;0.3576754;M;Trisomic-No_aprendizaje
